"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000229425.6",149.386203951807,-3.25266989123789,0.506582238253016,-6.42081313876095,1.35548332756453e-10,1.26913319002874e-07,""
"ENSG00000293110.2",33.2166894292502,-2.07520162078705,0.324185145668095,-6.40128534116016,1.54074317964601e-10,1.36266308891466e-07,""
"ENSG00000143032.8",146.785722058872,-3.83286195774101,0.599714927327309,-6.39113982842239,1.64653725735065e-10,1.41072224952446e-07,"BARHL2"
"ENSG00000182132.15",243.332622601003,1.48944549425627,0.233650907924553,6.37466170145258,1.83367256560589e-10,1.52344850700656e-07,"KCNIP1"
"ENSG00000010704.20",40.2508016041558,-1.10524066855833,0.173748735684419,-6.36114366072734,2.00257032523664e-10,1.6148373707945e-07,"HFE"
"ENSG00000075035.11",695.567499281069,-1.90000612867708,0.299301889784292,-6.34812606778533,2.17953448730797e-10,1.70732277252921e-07,"WSCD2"
"ENSG00000114279.15",1464.65838558521,-1.59577985802427,0.253806016207452,-6.28739965218136,3.22827546318768e-10,2.37554072350493e-07,"FGF12"
"ENSG00000163132.8",1930.43201225388,-3.30068026958386,0.525223090952381,-6.28433960052818,3.29250273528057e-10,2.37554072350493e-07,"MSX1"
"ENSG00000230487.10",316.861341535807,-0.727446691152685,0.115692731637288,-6.28774756078307,3.22105114131822e-10,2.37554072350493e-07,"PSMG3-AS1"
"ENSG00000279249.5",309.140150117951,-3.03528831307613,0.483373552883201,-6.27938432909993,3.39916378001805e-10,2.38961213735269e-07,"SYNAGE"
"ENSG00000287616.2",10.698225052246,-2.32100875766028,0.369957144820377,-6.27372329513242,3.52514760467572e-10,2.41622429693485e-07,""
"ENSG00000265554.4",20.1945673006606,-2.04424336051272,0.327078922325124,-6.25000029344812,4.10451913861764e-10,2.74472198106048e-07,""
"ENSG00000226779.1",17.3738455728776,-3.30454715900508,0.530659918118417,-6.22724092432335,4.74720830265224e-10,3.09890976270992e-07,"NAALADL2-AS2"
"ENSG00000111404.7",35.9204403474201,-2.09654723295366,0.337635810826914,-6.20949308611237,5.3155788076674e-10,3.38923777139109e-07,"RERGL"
"ENSG00000134533.7",256.766550632641,-2.04804058292189,0.332968283260557,-6.15085786209624,7.70649618016347e-10,4.80202285844413e-07,"RERG"
"ENSG00000279289.1",97.5538175651106,-2.03381512618444,0.331390198619499,-6.13722172429022,8.39771417381597e-10,5.11644732230028e-07,""
"ENSG00000233099.2",64.6783060722167,-3.32791244600641,0.544730506743077,-6.10928230530704,1.00080164347459e-09,5.96499536068324e-07,"AK5-AS1"
"ENSG00000074803.21",23.6244970801069,-1.57372125748498,0.258104328078422,-6.09722924524853,1.07922697209664e-09,6.19968387619026e-07,"SLC12A1"
"ENSG00000166509.12",36.8615420787064,-2.92877043445325,0.480416383439105,-6.09631672735092,1.08540258254781e-09,6.19968387619026e-07,"CLEC3A"
"ENSG00000307915.1",10.0408765640262,-3.62534499427902,0.596029976812628,-6.08248768571367,1.18331987849446e-09,6.62103696095561e-07,""
"ENSG00000000005.6",118.794682463475,-2.55216341585292,0.420517426110283,-6.0691026278269,1.2862693379562e-09,7.05312928774904e-07,"TNMD"
"ENSG00000069702.12",195.985577377991,-1.8197182980421,0.30001068119599,-6.06551170374272,1.31534190969816e-09,7.07112336043027e-07,"TGFBR3"
"ENSG00000154856.13",9200.19629810326,-2.57965023684048,0.425761152531711,-6.05891406837157,1.37043575964124e-09,7.08929004190264e-07,"APCDD1"
"ENSG00000160321.16",22.8295870226349,3.55581499198756,0.586681745799728,6.06089249826666,1.35368288344799e-09,7.08929004190264e-07,"ZNF208"
"ENSG00000288869.3",148.566770491873,-1.71820773096981,0.283910946598853,-6.05192491361567,1.43125183193972e-09,7.26678360672062e-07,"SMANTIS"
"ENSG00000244300.4",15.682643102532,-1.99896983468532,0.332504260833883,-6.01186231319903,1.83404066526708e-09,9.14252598538683e-07,"GATA2-AS1"
"ENSG00000188649.16",7.54831062511368,1.75498560816357,0.292255676416011,6.00496671163174,1.91371163729095e-09,9.36932713564394e-07,"CC2D2B"
"ENSG00000147257.17",2047.73943396192,-1.48374897549743,0.248031240121782,-5.98210521694331,2.20271901557954e-09,1.05950784649376e-06,"GPC3"
"ENSG00000186766.8",17.842777998621,-4.10770441310345,0.687736470461252,-5.97278840010984,2.33232331344529e-09,1.10250531525396e-06,"FOXI2"
"ENSG00000251459.3",18.7421103353105,-2.62957930483671,0.44155245016229,-5.95530452581618,2.59588004183029e-09,1.20629225604849e-06,""
"ENSG00000088826.19",346.418169013554,0.68507770233839,0.115296748392856,5.94186489981568,2.81797626350988e-09,1.28767425361084e-06,"SMOX"
"ENSG00000076770.17",60.4361063886578,-1.97182300602434,0.332858792218352,-5.92390242385679,3.14390046387208e-09,1.41305441013083e-06,"MBNL3"
"ENSG00000138083.5",69.1524677309406,2.94669317988902,0.499865672425896,5.89497007383691,3.74749292442647e-09,1.65717763724194e-06,"SIX3"
"ENSG00000139800.9",476.907514385974,-1.4358422030033,0.243744108753527,-5.89077705445271,3.84383844090432e-09,1.67280188149641e-06,"ZIC5"
"ENSG00000132692.20",809.291835435078,3.06192916146508,0.524828474905289,5.83415212373459,5.40647789827013e-09,2.31608444588863e-06,"BCAN"
"ENSG00000286757.5",51.8078148421477,-1.91125921072983,0.327901654687194,-5.82875744421939,5.58415986548286e-09,2.35539863126067e-06,""
"ENSG00000163884.5",132.632913804092,0.830763202943418,0.143747428465519,5.77932566732971,7.50006238352301e-09,3.11559409650077e-06,"KLF15"
"ENSG00000143340.8",99.2651595986225,-2.61455324767464,0.453651329360881,-5.76335409698481,8.24585392478861e-09,3.37427726949148e-06,"FAM163A"
"ENSG00000122592.8",24.1079939253532,-2.77478371594326,0.481903660129461,-5.7579635630861,8.51347251808424e-09,3.39952339292221e-06,"HOXA7"
"ENSG00000126778.13",529.251384130258,-4.17132206270508,0.724548708241084,-5.75713132224248,8.55553540181758e-09,3.39952339292221e-06,"SIX1"
"ENSG00000166068.14",1140.49062082716,0.768097464662302,0.133591481203312,5.74959913419435,8.94552895930946e-09,3.50370810681982e-06,"SPRED1"
"ENSG00000147676.15",189.054073971702,-1.57835183080692,0.27513914816123,-5.73655854266879,9.66196626283516e-09,3.73101590180495e-06,"MAL2"
"ENSG00000120149.9",1244.50682118593,-2.65193474756348,0.463350933515235,-5.7233827661562,1.04423633759217e-08,3.92189420106364e-06,"MSX2"
"ENSG00000139219.20",4633.80197640659,-1.96976499248648,0.344041620365224,-5.72536831559925,1.03209576905025e-08,3.92189420106364e-06,"COL2A1"
"ENSG00000138639.18",170.988857003735,-0.864699922667645,0.151255096831351,-5.71683163597313,1.08528550273842e-08,4.02098278764586e-06,"ARHGAP24"
"ENSG00000169218.15",206.362161790187,-4.55061969140017,0.797224851734408,-5.70807555923531,1.142606977438e-08,4.17691406672235e-06,"RSPO1"
"ENSG00000008323.17",79.9797594545915,-2.05315296246314,0.359880059364216,-5.70510343387836,1.16272460599751e-08,4.19452901613603e-06,"PLEKHG6"
"ENSG00000300025.1",16.2558720121124,-4.16527741824532,0.73397970059737,-5.67492181984773,1.38752009160859e-08,4.94047251319904e-06,""
"ENSG00000068903.22",1147.40843759099,0.418612781548961,0.0739411369640552,5.66143284694771,1.50114250184459e-08,5.27651589398372e-06,"SIRT2"
"ENSG00000303006.1",38.6771495952232,-2.06366062915269,0.366867115245292,-5.62509023948058,1.85411023754747e-08,6.43470131428341e-06,""
"ENSG00000107807.13",66.8191526706324,4.1097221893948,0.731689657449703,5.61675588489142,1.94576014656437e-08,6.58603777016731e-06,"TLX1"
"ENSG00000251620.4",49.9652867558459,-3.61697639097075,0.643918506487227,-5.61713377474188,1.94151106679022e-08,6.58603777016731e-06,"STPG2-AS1"
"ENSG00000117069.16",565.552059601597,-0.989348282186135,0.176284590896536,-5.6122221298786,1.99744799130931e-08,6.67854043630822e-06,"ST6GALNAC5"
"ENSG00000304827.1",14.2489302593995,-1.95816477999634,0.349837830604574,-5.59734999674658,2.17653028729274e-08,7.18963022731385e-06,""
"ENSG00000158270.13",1575.46977585415,-2.45758425535105,0.439721536738184,-5.58895585051666,2.2843901773287e-08,7.45608636807391e-06,"COLEC12"
"ENSG00000099625.15",2002.44439098729,0.597533174609431,0.107224024400002,5.57275459443977,2.50742665384677e-08,7.99373448471126e-06,"CBARP"
"ENSG00000269983.1",1.64295442836698,4.02480249987059,0.722190362219404,5.5730493100209,2.50318680806646e-08,7.99373448471126e-06,""
"ENSG00000170549.4",324.650389370591,1.55227699733802,0.279181033768599,5.56010906752581,2.69606111116783e-08,8.49631120515957e-06,"IRX1"
"ENSG00000163576.18",12.6943245305708,1.4391795024682,0.259078833706984,5.55498680411656,2.7763273382163e-08,8.64983711725868e-06,"EFHB"
"ENSG00000162998.6",2109.1932190313,-1.62026619136476,0.292898408749812,-5.53183678354756,3.16894711649131e-08,9.76213742616206e-06,"FRZB"
"ENSG00000118271.13",270.674510587185,-3.48825536757911,0.634168622813165,-5.50051712130639,3.78678977384269e-08,1.15358239143828e-05,"TTR"
"ENSG00000145864.15",56.4283631278637,2.31068054875416,0.421051888902759,5.48787598311383,4.06795493702753e-08,1.22561670888444e-05,"GABRB2"
"ENSG00000164326.5",1196.485580433,-2.70465571507685,0.493425510408437,-5.48138606136933,4.22006466801037e-08,1.24671272216213e-05,"CARTPT"
"ENSG00000236975.3",12.9694966185701,-3.10174431007033,0.56590688924575,-5.48101528540214,4.22891939895241e-08,1.24671272216213e-05,"LINC02814"
"ENSG00000103647.14",1374.9937353279,0.812589991732044,0.14840012572736,5.47566915964028,4.3586135934641e-08,1.258418312524e-05,"CORO2B"
"ENSG00000143013.14",1338.46783324039,0.832987064984504,0.152127205907918,5.47559563730307,4.36042381331946e-08,1.258418312524e-05,"LMO4"
"ENSG00000115738.11",2190.62605901926,-1.10815140343222,0.202671809357435,-5.46771357568465,4.5587774997011e-08,1.30195836155526e-05,"ID2"
"ENSG00000117425.16",177.467567109088,0.75061472850105,0.13748801552073,5.45949205578484,4.77498700636642e-08,1.34964761601596e-05,"PTCH2"
"ENSG00000168497.6",165.170477158646,-2.27087989672962,0.416153398586417,-5.45683371670953,4.84699868740537e-08,1.35602207155707e-05,"CAVIN2"
"ENSG00000187764.13",878.313076006323,-0.492478570764511,0.0904398235692504,-5.44537297098348,5.16969461673716e-08,1.41737517307083e-05,"SEMA4D"
"ENSG00000287923.2",8.13796047795034,-3.37063976340164,0.618804218979331,-5.44702130337968,5.12203306091518e-08,1.41737517307083e-05,""
"ENSG00000188162.12",56.550265884621,-2.36702875526732,0.436217486482696,-5.42625829687186,5.75476635576403e-08,1.54726998896131e-05,"OTOG"
"ENSG00000306478.1",4.60793926685363,-3.26964434778233,0.602565076349338,-5.42620951016873,5.75633872685028e-08,1.54726998896131e-05,""
"ENSG00000162804.16",212.002184083635,-0.769506525940802,0.141917898289281,-5.42219505232711,5.88715915267028e-08,1.56707031542487e-05,"SNED1"
"ENSG00000146700.10",325.183827542179,-2.12281239053419,0.391979162196991,-5.41562561294358,6.10747766866584e-08,1.61008380040203e-05,"SSC4D"
"ENSG00000163075.14",91.945479919996,-1.00935479845968,0.186607791459029,-5.40896385176548,6.33904217127572e-08,1.65521446866539e-05,"CFAP221"
"ENSG00000005102.15",41.0432158373809,-3.23424154278371,0.598328172618193,-5.40546424319477,6.46407458941935e-08,1.65631339269262e-05,"MEOX1"
"ENSG00000120457.13",79.7390016929659,1.93367368555091,0.357723554096836,5.40549724334747,6.46288449188027e-08,1.65631339269262e-05,"KCNJ5"
"ENSG00000082196.22",209.328177478493,-1.66820190312872,0.3090729953591,-5.39743661910838,6.7599742076588e-08,1.71609456343872e-05,"C1QTNF3"
"ENSG00000236939.5",27.5018659512946,-1.63594885489973,0.303806372166096,-5.38484049309318,7.25089203530851e-08,1.82383217368856e-05,"BAALC-AS2"
"ENSG00000215808.4",28.446314929267,-2.55928030627027,0.476488298937518,-5.3711293896975,7.82450394811137e-08,1.95022204313972e-05,"LINC01139"
"ENSG00000143839.16",15.0445133958741,-2.92042149720148,0.545094035767013,-5.35764713164049,8.43127021431337e-08,2.0825237429354e-05,"REN"
"ENSG00000146242.10",2682.40514325507,-1.68167474895955,0.314548202855956,-5.34631809589342,8.97614021485194e-08,2.19731103813032e-05,"TPBG"
"ENSG00000116525.14",416.182046502239,0.501344243736886,0.0938253156468919,5.34337923917758,9.12296153027865e-08,2.21348881659867e-05,"TRIM62"
"ENSG00000154783.13",234.491150497744,-1.07655298028032,0.2021041467612,-5.32672385763734,1.00000015819832e-07,2.40500038046695e-05,"FGD5"
"ENSG00000136155.18",30.8121784640997,-1.58559008683926,0.298030426472401,-5.3202288961127,1.03636777428082e-07,2.47079089282238e-05,"SCEL"
"ENSG00000225649.8",48.1530358935943,1.3417206901462,0.252458590697983,5.31461688998853,1.06881955222868e-07,2.51927602902348e-05,""
"ENSG00000287076.2",8.1129381335473,-4.32187245122164,0.813367732418932,-5.31355287278058,1.07508223144672e-07,2.51927602902348e-05,""
"ENSG00000196155.14",35.4744058142083,0.73917292070562,0.139509765534546,5.29835970889496,1.16847602970751e-07,2.7149243480077e-05,"PLEKHG4"
"ENSG00000283703.3",9.8167250831637,-2.1785215846575,0.411726214644679,-5.29118989068397,1.21523108636587e-07,2.79983115083136e-05,"VSIG10L2"
"ENSG00000160352.17",317.390495344302,0.687118492884591,0.130063888847407,5.28293055800238,1.27133591014204e-07,2.89238602950345e-05,"ZNF714"
"ENSG00000164197.13",114.657359389248,0.877222454032909,0.166071803953227,5.28218778354436,1.27650256982864e-07,2.89238602950345e-05,"RNF180"
"ENSG00000105767.4",3427.23432842667,0.701101189417216,0.133543748943114,5.24997384726607,1.52120805972961e-07,3.41860339127923e-05,"CADM4"
"ENSG00000230450.1",9.88353549727829,2.97576851687194,0.567829812790661,5.24059929549526,1.60055933608493e-07,3.54062662033803e-05,"NEK2P4"
"ENSG00000258859.2",6.14939437162111,-2.90837160368762,0.554978730696212,-5.24051002826562,1.60133384732799e-07,3.54062662033803e-05,"LINC02296"
"ENSG00000102996.6",2360.56819437176,0.824719521116158,0.15752224083056,5.23557509573059,1.64471934308554e-07,3.60746161835011e-05,"MMP15"
"ENSG00000123700.6",100.746017708764,1.16856725642938,0.223399144130442,5.23084929880959,1.68733024391294e-07,3.67155026169531e-05,"KCNJ2"
"ENSG00000223812.9",15.3059380773953,-2.6003732649974,0.497493232227104,-5.22695203984269,1.72327176993945e-07,3.72023166271101e-05,"PYDC2-AS1"
"ENSG00000287360.2",52.9185433166464,-3.19648762430566,0.612987762176305,-5.21460267486759,1.84211647868595e-07,3.94572714813537e-05,""
"ENSG00000128656.16",830.189822604999,0.71045205203463,0.136287396163637,5.21289621808907,1.85914917809839e-07,3.95134054387005e-05,"CHN1"
"ENSG00000197894.13",1247.94828029555,0.335987077346846,0.0645556888971238,5.20460834803074,1.9440617294236e-07,4.10002618735438e-05,"ADH5"
"ENSG00000183579.17",1564.13248661282,-1.04707703306862,0.201449543973199,-5.19771359327538,2.01754656900402e-07,4.2225247543804e-05,"ZNRF3"
"ENSG00000296002.1",50.0824474076741,-1.73500654200596,0.334082413323127,-5.19334892473928,2.06544557003735e-07,4.29002433285712e-05,""
"ENSG00000227630.5",10.0213719813845,-1.5381557728633,0.296462239961284,-5.18836993562544,2.12142851929473e-07,4.37317336191757e-05,"LINC01132"
"ENSG00000264843.1",4.7272642040814,-2.66994134133448,0.51524765179438,-5.18186028026767,2.19683756033022e-07,4.49482801429654e-05,""
"ENSG00000069188.17",4295.7546522427,-0.777660932853832,0.150406910537668,-5.17038033740528,2.33618029452345e-07,4.74452260258884e-05,"SDK2"
"ENSG00000106038.13",49.6623767550094,-3.11620307032968,0.603345194531467,-5.16487592604362,2.40598464467337e-07,4.85035889728012e-05,"EVX1"
"ENSG00000299400.1",14.310686047736,-2.32706529068595,0.450731594230585,-5.1628626004315,2.43201656884082e-07,4.86705096846048e-05,""
"ENSG00000196090.14",71.9439010387673,-3.771839507393,0.731372641637026,-5.15720618008149,2.50661744497363e-07,4.97999496295956e-05,"PTPRT"
"ENSG00000198797.8",57.5146833707577,1.67690787036382,0.325260312996421,5.15558708935472,2.52837494828552e-07,4.98708316238446e-05,"BRINP2"
"ENSG00000060762.21",420.129653861994,0.574145153430252,0.111434819164201,5.15229582402102,2.57316704259233e-07,5.03918005762528e-05,"MPC1"
"ENSG00000128617.3",15.4558702722004,2.4182388167663,0.469843437960735,5.14690346057018,2.64821525613374e-07,5.14937004804388e-05,"OPN1SW"
"ENSG00000152092.18",773.862953637438,1.46070179830141,0.283918206370888,5.144797922516,2.6780893111136e-07,5.17078694667617e-05,"ASTN1"
"ENSG00000180530.11",958.007069986724,-1.25235705450711,0.24348988093516,-5.14336386258536,2.69862228137148e-07,5.17399490128404e-05,"NRIP1"
"ENSG00000100249.5",6.77804327597873,-1.7580985185324,0.342432590359067,-5.13414484494275,2.8342975906902e-07,5.3963845169412e-05,"C22orf31"
"ENSG00000106714.19",802.336388060422,-1.5866040383822,0.309282573807925,-5.12994967303762,2.89819652362132e-07,5.47998993711212e-05,"CNTNAP3"
"ENSG00000234956.8",51.8446231274889,-4.2425454882437,0.827254858588209,-5.12846246135564,2.92118130236867e-07,5.48561834020834e-05,"LINC02539"
"ENSG00000079335.22",90.094667422253,-1.10183331861549,0.215026698390475,-5.12416982106393,2.9885154238268e-07,5.57388621599043e-05,"CDC14A"
"ENSG00000250423.3",13.0330668268852,-3.09385850651438,0.604027717391054,-5.12204724623818,3.02236134198679e-07,5.59892438603052e-05,"KIAA1210"
"ENSG00000109255.12",298.635688370024,-2.21719757237631,0.433188371868929,-5.11832199652667,3.08265985760105e-07,5.64633554426184e-05,"NMU"
"ENSG00000139144.12",22.3013635409771,-1.66094762189058,0.324535315747852,-5.11792566569568,3.08914298296413e-07,5.64633554426184e-05,"PIK3C2G"
"ENSG00000140284.12",24.3011396521357,-1.6712773681129,0.32683677381784,-5.11349242801049,3.16256439100954e-07,5.74225350386149e-05,"SLC27A2"
"ENSG00000293636.1",19.3835219625136,-1.61388698567992,0.315728737151223,-5.11162525223963,3.19398946187091e-07,5.76115849184966e-05,""
"ENSG00000023330.16",674.747466835802,0.302202351631489,0.0592156384821069,5.10342131534737,3.33567240269193e-07,5.97739413494148e-05,"ALAS1"
"ENSG00000205038.12",82.7516682357587,-1.81775531192647,0.356453865526926,-5.09955281096302,3.40456872114587e-07,6.06123770309456e-05,"PKHD1L1"
"ENSG00000039537.17",122.419031111062,-3.03081357082519,0.594610799103996,-5.0971384566043,3.44826129587237e-07,6.09941806122146e-05,"C6"
"ENSG00000223764.3",328.983592488283,-1.26771188834857,0.249686859356225,-5.07720707295991,3.83023365925462e-07,6.73163565614e-05,"LINC02593"
"ENSG00000147596.5",33.3135495036128,-3.40393482158606,0.671017449060273,-5.07279628324585,3.92012099817016e-07,6.82629638804668e-05,"PRDM14"
"ENSG00000182580.4",908.922725560225,0.690656520733294,0.136166980165848,5.07212923347562,3.93389075869488e-07,6.82629638804668e-05,"EPHB3"
"ENSG00000124772.12",189.896835129006,1.3046743585481,0.25733230192754,5.0699983980848,3.97819050575808e-07,6.85975151549492e-05,"CPNE5"
"ENSG00000155090.16",363.347428990709,-0.61428256769126,0.121337927784078,-5.06257671372453,4.13627539223322e-07,7.04374300800362e-05,"KLF10"
"ENSG00000235026.9",66.0211302598273,-1.04953964506423,0.207288288326086,-5.06318834286089,4.1230215728248e-07,7.04374300800362e-05,"DPP10-AS1"
"ENSG00000273253.3",94.3267980259348,-0.715811431877532,0.141647654014586,-5.05346478808481,4.33866335227255e-07,7.34278599563312e-05,"TRABD-AS1"
"ENSG00000187634.14",1129.26910370111,-1.45498523844192,0.28812313389055,-5.04987301364921,4.42103855784902e-07,7.4362953460458e-05,"SAMD11"
"ENSG00000052126.18",1596.44302119719,-0.747321629313835,0.148132915051572,-5.04493973573432,4.53664332819148e-07,7.53825152297125e-05,"PLEKHA5"
"ENSG00000169071.16",381.415812800854,-1.63079095200454,0.323208147206283,-5.04563689405919,4.52013120316356e-07,7.53825152297125e-05,"ROR2"
"ENSG00000146530.16",9.50168697461674,-1.34290612232082,0.266360592808451,-5.04168468826973,4.61451193743132e-07,7.57581280170984e-05,"VWDE"
"ENSG00000168646.15",934.787967312015,-1.56158724957037,0.309674232536506,-5.04267738642503,4.59062858032916e-07,7.57581280170984e-05,"AXIN2"
"ENSG00000237586.3",34.0307144800339,-2.10951120568437,0.41864580817943,-5.03889245865861,4.68233472204976e-07,7.64140304014514e-05,""
"ENSG00000087250.10",38.8975385529835,1.81576286300715,0.360710284831575,5.03385386933165,4.80716173664867e-07,7.79869546353235e-05,"MT3"
"ENSG00000112333.13",11.8595407914576,3.40658107110851,0.678134181333251,5.02346167599305,5.07483550928295e-07,8.18451559753004e-05,"NR2E1"
"ENSG00000172159.17",484.281027333875,-1.18130975623569,0.235520031592176,-5.01575066991002,5.28267993523265e-07,8.46989682948968e-05,"FRMD3"
"ENSG00000143816.8",331.934937626205,-0.987142954148021,0.197072560474501,-5.0090329763374,5.47042005061643e-07,8.71991317021807e-05,"WNT9A"
"ENSG00000183762.14",2054.06524751619,-0.650623467212582,0.130205619295971,-4.99689238245278,5.82615601665639e-07,9.19793047261871e-05,"KREMEN1"
"ENSG00000184005.12",919.995866361788,-1.16696670878694,0.233555877210445,-4.9965204161206,5.83739979660669e-07,9.19793047261871e-05,"ST6GALNAC3"
"ENSG00000118503.19",659.103640798368,-1.95529568408404,0.391479148078811,-4.99463558577686,5.89469665965371e-07,9.20368178920324e-05,"TNFAIP3"
"ENSG00000125492.11",300.044297203323,-2.94907560367137,0.590500770687758,-4.99419433481275,5.90818833169118e-07,9.20368178920324e-05,"BARHL1"
"ENSG00000176381.6",25.2898157674974,1.25545608366721,0.251623545849234,4.98942211242603,6.0560185481996e-07,9.380670086779e-05,"PRR18"
"ENSG00000105048.19",691.79733389783,-1.24792835890061,0.250287754884059,-4.98597448156698,6.16502818183334e-07,9.49587514951262e-05,"TNNT1"
"ENSG00000235848.4",17.8493154599636,-2.33282775352089,0.469082958984589,-4.97316670503379,6.58679720198798e-07,0.000100888390439611,"RMDN2-AS1"
"ENSG00000101558.15",2196.70772385667,0.208561622083788,0.0419873200767469,4.96725253487403,6.790813157237e-07,0.000101186806702156,"VAPA"
"ENSG00000139330.6",9.40322984169499,-3.21985741751678,0.648122699990056,-4.96797507256911,6.76556569425673e-07,0.000101186806702156,"KERA"
"ENSG00000152315.6",103.035770131999,-1.50541213529043,0.302908946890064,-4.96985034858278,6.70045968436633e-07,0.000101186806702156,"KCNK13"
"ENSG00000164707.17",260.765335359549,-2.12010942193655,0.426701850112188,-4.96859674121201,6.74391528848198e-07,0.000101186806702156,"SLC13A4"
"ENSG00000279390.1",6.09367633497233,-2.14017081420749,0.430539841629203,-4.97090073269151,6.66425658273154e-07,0.000101186806702156,""
"ENSG00000253308.3",24.8100824407637,-3.98238535893821,0.807177501204975,-4.93371699904074,8.06793143165679e-07,0.000119566743817154,""
"ENSG00000310447.1",6.54623278995927,-4.40898920540406,0.894837657502975,-4.927138647369,8.34425465375064e-07,0.000122997005291334,""
"ENSG00000166148.4",12.0808603794582,2.33299671810428,0.473765917983289,4.9243658725712,8.46343556938274e-07,0.000123426602662642,"AVPR1A"
